rapper,lyrics
2pac,"All these motherfuckers in the Bronx, and Brooklyn, and Staten Island
Queens, and all the motherfuckers that laid it down, the foundation"
2pac,"You try to plant somethin in the conrete, y'knowhatImean?
If it GROW, and the and the rose petal got all kind of"
2pac,"Our enemies die now, walk around half-dead
Head down, K-blasted off of Hennessy and Thai Chronic"
2pac,"Now we're all alone, why the lights on?
Turn them off! Time to set it off, get you wet and soft"
2pac,"I came to bring the pain, hardcore to the brain
Let's go inside my astral plane (No more pain)"
2pac,"This little nigga named Nas think he live like me
He's talking 'bout he left the hospital, took five like me"
2pac,"Time for action, conversating, we relaxing, kicking back
Got you curious for thug passion, now picture that"
2pac,"A spot where we can smoke in peace, and even though we G's
We still visualize places that we can roll in peace"
2pac,"And my mission is to be more than just a rap musician
The elevation of today's generation, if I could make 'em listen"
2pac,"I bust and flee, these niggas must be crazy, what?
There ain't no mercy, motherfuckers, who can fade the thug?"
2pac,"Will I succeed? Paranoid from the weed
And hocus pocus, try to focus, but I can't see"
2pac,"To live and die in L.A
To live and die in L.A., it's the place to be"
2pac,"And I'll end up losing u
U bring me 2 climax without sex"
2pac,"I huffed and puffed about my curfew and broke the rules
Ran with the local crew and had a smoke or two"
2pac,"Blasphemy!
Nuff a dem a steal in the name of the Lord"
2pac,"Went to school, but I dropped out and left the house
'Cause my mama say I'm good for nothin', so I'm out"
2pac,"Let me introduce the topic, then we drop it
Expose snakes ‘cause they breed freely"
2pac,"And there I was, a young nigga with heart, ain't had shit to lose
Pullin' my pistol on them fools, you know the rules"
2pac,"But we ride, ride it like a bullet
Come with me"
2pac,"Now she's tellin' me to visit, who else is home?
I check the house before I bone, so we all alone"
2pac,"I once contemplated suicide, and woulda tried
But when I held that 9, all I could see was my mama's eyes"
2pac,"So, we argue and play fight, all day and night
Makin' passionate love 'til the daylight"
2pac,"If you see God first, tell him shit got worse
I ain't mad, I know you representin' the crew"
2pac,"My lyrics are blueprints to money makin'
Fat as that ass that honey shakin'"
2pac,"Rather see a nigga up in prison, why you change?
Made a livin' out of cuss words, liquor and weed"
2pac,"When things went wrong we'd blame Mama
I reminisce on the stress I caused, it was hell"
2pac,"Shorty's gonna be a thug
Little bad ass nigga, to the young niggas"
2pac,"But I was just a younger nigga, gettin' older and lovin' this shit
But what was I doin' in this place?"
2pac,"Got the police bustin' at me
But they can't do nothin' to a G"
2pac,"In this game, the lesson's in your eyes to see
Though things change, the future's still inside of me"
2pac,"While the preacher bein' freaky, you say, ""Honor God's people""
Should we cry when the Pope die? My request:"
2pac,"Beep my horn for a hoochie with a proper ass
Uh, it ain't easy, that's my motto"
2pac,"Got me thinkin' 'bout better days
I send this one out to all the homeboys down in, uh"
2pac,"Cry later but for now let's enjoy the laughter
God bless the dead"
2pac,"Doin' 85 when we ride
Trapped in this world of sin"
2pac,"In front of black Lexus, Chevy's on the roam
'96 big body, sittin' on chrome"
2pac,"Since you supplied your phone number, I can't help but call
Time for action, conversating, we relaxing, kicking back"
2pac,"With my hands on the trigger, thug nigga
Stressin' like a motherfuckin' drug dealer"
2pac,"Must see my enemies defeated
I catch 'em while they coked up and weeded"
2pac,"It ain't about you or your bitch-ass crew
Every other city we go and every video"
2pac,"And I'll be ballin', loc, don't let 'em make you worry
Keep swingin' at these suckers 'til you buried"
2pac,"But tell the cops they can't touch this
I don't trust this, when they try to rush, I bust this"
2pac,"(Hahaha, Westside made niggas, beyotch!!!)
Uhh... Sarge... uhh..."
2pac,"No more game for free, please explain to me
Why niggas trip, bitch, who you came to see?"
2pac,"You wonda why they call you bitch
You wonda why they call you bitch"
2pac,"When I tell you I'm livin' large, you tell me it's trouble
Congratulations on the weddin', I hope your wife know"
2pac,"Our first date, couldn't wait to see you naked
Touch you in every secret place"
2pac,"Never gave a fuck 'cause I was nobody's daughter
Outlawing from my tits to my clits, don't try to figure"
2pac,"And my Uncle Tommy's balls
Fuck y'all"
2pac,"Bye bye, bye bye
All you niggas die"
2pac,"We bail out to take the jail back, niggas unite
Our first date, couldn't wait to see you naked"
2pac,"She wrapped the baby up and threw him in a trash heap
I guess she thought she'd get away, wouldn't hear the cries"
2pac,"True that, only one life to lead, a fast life of greed
Criminally addicted, infested since a seed"
2pac,"A motherfucker if you do upset me
Tell the cops to come and get me"
2pac,"We ain't never gon' walk off this planet
Unless y'all choose to"
2pac,"To the fakes without a pistol in the first
Facin' termination in the worst"
2pac,"Used to catch us on the roof or behind the stairs
I'm gettin' blitzed and I reminisce on all the times we shared"
2pac,"I'm on my knees beggin', please, come and save me
A whole world done made a nigga crazy"
2pac,"You gotta have paper in this world
You might get your first snatch before your eyes swirl"
2pac,"Conglomerate called Death Row
Snoop motherfuckin Dogg, Tha Doggfather"
2pac,"Yeah, nigga, Thug Life
From now until for motherfuckin' ever"
2pac,"You tried everything, but you don't give up (Oh, baby)
Now he left you with scars, tears on your pillow and you still stay"
2pac,"Ooh, child, things'll get brighter
(Oh-oh, keep ya head up)"
2pac,"Me against the world
Hahaha, that's right"
2pac,"(Only fear of death)
Only fear of death is comin' back reincarnated"
2pac,"Got homies in my head that done passed away screamin' ""Please!""
Young nigga, make G's"
2pac,"Forgive me, I'm a rider, still I'm just a simple man
All I want is money, fuck the fame, I'm a simple man"
2pac,"Niggas lookin' like Larry Holmes, flabby and sick (Look at De La Soul!)
Tryna player-hate on my shit, nigga, eat a fat dick"
2pac,"Livin' in the fast lane, I'm for real
How do you want it? (Whoa, tell me)"
2pac,"In these killing fields, Hail Mary, catch me if I go
Let's go deep inside the solitary mind of a madman"
2pac,"We tradin' war stories
We tradin' war stories, Outlawz on the rise"
2pac,"Convinced that this is my year like I'm the chosen man
Give me my money and label me as a don"
2pac,"All the stores, the mom and pop spots
A&R people, all y'all motherfuckers"
2pac,"Don't think I don't see you haters, I know y'all in disguise
Guess you figure you know me, 'cause I'm a thug"
2pac,"Wonder why as I walk by
Broken-hearted as I glance at the chalk line, gettin' high"
2pac,"'Cause I'm a soldier, ever since I was a little nigga
Havin' fantasies of one day bein' older"
2pac,"Shootin' rocks at the kid, I'll bust back for Pac
Ask Yak, he'll tell you that it's hell down here"
2pac,"Get your little Junior Whopper clique smoked up
What the fuck, is you stupid?"
2pac,"We approachin' in the wide open, gun smokin'
No need for hopin', it's a battle lost"
2pac,"In search of fame, won't hurt to change
Following the foot steps of past dealers"
2pac,"The way you move your body
It really drives me crazy"
2pac,"It ain't funny, niggas don't even know how to act, shit
What can I do? What can I say? Is there another way?"
2pac,"You're tryin' to raise two bad kids on your own
And there's no way I can pay you back"
2pac,"Let me see you toss it up (Toss it up)
Won't you toss it up (Yeah, no doubt)"
2pac,"Those who wish to follow me (Ghetto gospel)
I welcome with my hands"
2pac,"Let's go inside my astral plane (No more pain)
I came to bring the pain, hardcore to the brain"
2pac,"'Round and 'round
'Round and 'round, around we go"
2pac,"Do you believe in ghosts, motherfucker?
Real live black... ghosts"
2pac,"They wanna bury me, I'm worried
I'm losin' my mind, look down the barrel of my nine and my vision's blurry"
2pac,"Hand on the steerin' wheel, swervin'
Bless me, Father, I'm a sinner, I'm livin' in hell"
2pac,"Open fire, now them niggas bleedin'
See me in flesh and test and get your chest blown"
2pac,"Here we come, gunshots to Tut, now you stuck
Fuck the rap game, nigga, this M.O.B"
2pac,"Remember KDAY? Weekends, Crenshaw, MLK?
Automatics rang free, niggas lost they way"
2pac,"By accepting Jesus Christ as our personal Lord and savior
Unless the Lord does return in the coming seven days"
2pac,"Plus, Mama told me never stop until I bust a nut
Fuck the world if they can't adjust, it's just as well, Hail Mary"
2pac,"Yo, this scene, rollers tried to jack a nigga 'cause a nigga with a pearl rollin' on a Coupé with goldens
Yo, man, what's up?"
2pac,"Why am I dying to live if I'm just living to die?
Check it, I grew up a fuckin' screw-up"
2pac,"A life where we don’t need no welfare and share with our whole family
Maybe it's me that caused it, the fightin' and the hurtin'"
2pac,"Cali is where they put their mack down; give me love!
California knows how to party"
2pac,"Gettin' high, watchin' time fly
And all my motherfuckers"
2pac,"I'm sittin' back, watchin' Montell Jordan video
I see the same bitch who was in my homeboy Nate Dogg video"
2pac,"If they bury me, bury me as a G, nigga, no need to worry
I expect retaliation in a hurry"
2pac,"Hold the set, I told Dramacy' go in next
Gold diggin', cold diggin' a gold Rolex"
2pac,"Now, who wanna test Tical, then tes-ticles
All up in your motherfuckin' mouth"
2pac,"Before I say goodbye
Kato and Mental, rest in peace! Thug 'til I die!"
2pac,"Picture me rollin'
Picture me, picture me rollin'"
2pac,"With your attitude to match, right? Don't be phony
'Cause I hate it when you act like you don't know me"
2pac,"The only way, for me to come back, is by Makaveli
That's it! All these motherfuckers stole from me"
2pac,"Yeah, first you see me, now you don't
Wanna see me, but you won't"
2pac,"Gun totin' smoke, we ain't no motherfuckin' joke
Thug Life, niggas better be knowin'"
2pac,"I'm headed for danger, don't trust strangers
Put one in the chamber whenever I'm feelin' this anger"
2pac,"Give me some of your thug passion, baby, ohh
I heard it's the bomb"
2pac,"Mama raised a hellraiser, can't figure
Why you let the police beat down niggas"
2pac,"My verbal snipe your vocab on site
I'm out the cut, uncut and raw with no clause for all"
2pac,"Hit up my Outlawz set then throw my pistol in the ocean
Ditch my ski mask and get to straight coastin'"
2pac,"Now they give a fuck about us
Now, all the homies got love for me"
2pac,"And where to go, no matter how far, I'll find
To let you know that you're not alone"
2pac,"Come after us, best be complete
My enemies your enemies"
2pac,"Got me a dog and named her ""my bitch nigga eater""
What could they do to me, and live to brag?"
2pac,"Ain't nothin' but a gangsta party
Where you at? Where you at?"
2pac,"My nuts is backed up, I'm about to act up
Go load the MAC up, now watch me klacka"
2pac,"I think I'm tougher than Nitti, my attitude is shitty
Born on a dope fiend's titty, huh, in every city"
2pac,"I wasn't thinkin', all I heard was the ridicule
Girlies was laughin', Tup saying, ""Damn, homie's dissin' you"""
2pac,"I'm innocent so there'll be bullets flyin' when I'm caught (Shoot)
Fuck doin' jail time, better day, sacrifice"
2pac,"Only God can judge me, only God
Only God can judge me"
2pac,"Born black in this white man's world
(And all I heard was)"
2pac,"My conversation's full of game yet laced with seductions
I see you blushing like you want something"
2pac,"(If you really wanted to get away, you could get away)
You ain't got to go through all this drama and this stress"
