rapper,lyric
Drake,get theget theget theget the monmonmoney
Drake,frikkifrikkifrikki dollardollardollar bill yall 
Drake,uh i had benzes fore you had braces
Drake,the allblack maybach but im not a racist
Drake,insides whiter than katy perrys face is
Drake,yellow diamonds in my jesus
Drake,i just might learn to speak mandarin
Drake,japanese for the yen that im handlin
Drake,international hov thats my handle
Drake,my saints chango light a candle
Drake,el gran santo on the mantle
Drake,case yall didnt know i speak spanish too uh
Drake,shout out to world wide wes
Drake,everywhere we go we leave a worldwide mess
Drake,yes still roc la familia
Drake,says a lot about you if you not feeling us
Drake,the homie said hov it aint many of us
Drake,i told em less is more nigga its plenty of us
Drake,cash rules everything around me frikkifrikkifrik
Drake,cream get theget theget theget the
Drake,get theget theget theget the money dollardollar
Drake,dddddollardollar dollardollar bill yall 
Drake,cake cakecake cakecake cake
Drake,five hundred million i got a pound cake
Drake,niggas is frontin thats upsidedown cake
Drake,get em a red nose they clown cakes
Drake,they shoulda never let you round cake
Drake,look at my neck i got a karat cake uh
Drake,now heres the icin on the cake
Drake,cake cakecake cakecake uh
Drake,im just gettin started oh yeah we got it bitch
Drake,ive done made more millionaires than the lotto did
Drake,dame made millions biggs made millions
Drake,ye made millions just made millions
Drake,lyor made millions cam made millions
Drake,beansa tell you if he wasnt in his feelings
Drake,uh im back in my bag
Drake,my eyes bloodshot but my jet dont lag
Drake,a pair of jordan 3s tryna chase this cash
Drake,gucci airbag just in case we crash
Drake,uh last night was mad trill
Drake,im fresh out of adviljesus grab the wheel
Drake,yeah uh
Drake,look fuck all that happy to be here shit that yall want me on
Drake,im the big homie they still be tryna lil bro me dog
Drake,like i should fall in line
Drake,like i should alert niggas when im bout to drop somethin crazy
Drake,and not say im the greatest of my generation
Drake,like i should be dressing different
Drake,like i should be less aggressive and pessimistic
Drake,like i should be way more nervous and less dismissive
Drake,like i should be on my best behavior and not talk my shit
Drake,and do it major like the niggas who paved the way for us
Drake,like i didnt study the game to the letter
Drake,and understand that im not doin it the same
Drake,man im doing it better
Drake,like i didnt make that clearer this year
Drake,like i should feel i dont know guilty for saying that
Drake,they should put a couple more mirrors in here so i can stare at myself
Drake,these are usually just some thoughts that i would share with myself
Drake,but i thought fuck it its worth it to share em
Drake,with someone else other than paris for once
Drake,i text her from time to time she a mom now
Drake,i guess sometimes life forces us to calm down
Drake,i told her she could live with me if she need to i got a compound
Drake,but i think shes straight
Drake,cause she supported since hot beats
Drake,right before wayne came and got me out of the back room
Drake,where i was rapping with jas over beats that i shouldnt have
Drake,in the hopes for the glory
Drake,he walked right past in the hallway
Drake,three months later im his artist
Drake,he probably wouldnt remember that story
Drake,but that shit stick with me always
Drake,couldnt believe when he called me
Drake,you never know what could happen to you
Drake,and i just spent four ferraris all on a brand new bugatti
Drake,and did that shit cause its somethin to do
Drake,yeah i guess thats just who i became dawg
Drake,im the fuckin man yall dont get it do ya
Drake,type of money everybody acting like they knew ya
Drake,go uptown new york city bitch
Drake,them spanish girls love me like im aventura
Drake,tell uncle luke im out in miami too
Drake,clubbin hard fuckin women there aint much to do
Drake,wrist bling got a condo up on biscayne
Drake,still gettin brain from a thang aint shit changed
Drake,how you feel how you feel how you feel
Drake,twentyfive sitting on twentyfive mil uh
Drake,im in the building and im feeling myself
Drake,rest in peace mac dre ima do it for the bay okay
Drake,gettin paid well holler whenever that stop
Drake,my team good we dont really need a mascot
Drake,tell tune light one pass it like a relay
Drake,ymcmb you niggas more ymca
Drake,me franny and mally mall at the cribo
Drake,shout goes out to niko j and chubbs shout to gibbo
Drake,we got santa margherita by the liter
Drake,she know even if im fucking with her i dont really need her
Drake,aww thats how you feel man thats really how you feel
Drake,cause the pimpin ice cold all these bitches wanna chill
Drake,i mean maybe she wont then again maybe she will
Drake,i can almost guarantee she know the deal real nigga whats up
Drake,now she want a photo you already know though
Drake,you only live once thats the motto nigga yolo
Drake,and we bout it every day every day every day
Drake,like we sittin on the bench nigga we dont really play
Drake,every day every day fuck what anybody say
Drake,cant see em cause the money in the way real nigga whats up
Drake,one time fuck one time
Drake,im callin niggas out like the umpire
Drake,seven grams in the blunt
Drake,almost drowned in her pussy so i swam to her butt
Drake,its eastside we in this bitch
Drake,wish a nigga would like a tree in this bitch
Drake,and if a leaf fall put some weed in that bitch
Drake,thats my mo add a b to that shit
Drake,im fucked up tore down
Drake,im twisted doorknob
Drake,talk stupid off with your head
Drake,nigga money talks and mr ed yeah
Drake,im so young money
Drake,got a drum on the gun energizer bunny
Drake,funny how honey aint sweet like sugar
Drake,aint shit sweet niggas on the street like hookers
Drake,i tonguekiss her other tongue
Drake,skeet skeet skeet water gun
Drake,oh my god becky look at her butt tunechi
Drake,now she want a photo you already know though 
Drake,you only live once thats the motto nigga yolo
Drake,and we bout it every day every day every day
Drake,like we sittin on the bench nigga we dont really play
Drake,every day every day fuck what anybody say
Drake,cant see em cause the money in the way real nigga whats up
Drake,real nigga whats up
Drake,now she want a photo you already know though
Drake,you only live once thats the motto nigga yolo
Drake,and we bout it every day every day every day
Drake,like we sittin on the bench nigga we dont really play
Drake,every day every day fuck what anybody say
Drake,started
Drake,zombie on the track
Drake,started from the bottom now were here
Drake,started from the bottom now my whole team fuckin here
Drake,started from the bottom now were here
Drake,started from the bottom now the whole team here nigga
Drake,started from the bottom now were here
Drake,started from the bottom now my whole team here nigga
Drake,started from the bottom now were here
Drake,started from the bottom now the whole team fuckin here
Drake,i done kept it real from the jump
Drake,livin at my mommas house wed argue every month
Drake,nigga i was tryna get it on my own
Drake,workin all night traffic on the way home
Drake,and my uncle callin me like where you at
Drake,i gave you the keys told you bring it right back
Drake,nigga i just think its funny how it goes
Drake,now im on the road half a million for a show and we
Drake,started from the bottom now were here
Drake,started from the bottom now my whole team fuckin here
Drake,started from the bottom now were here
Drake,started from the bottom now the whole team here nigga
Drake,started from the bottom now were here
Drake,started from the bottom now the whole team fuckin here
Drake,started from the bottom now were here
Drake,started from the bottom now the whole team here nigga
Drake,boys tell stories bout the man
Drake,say i never struggled wasnt hungry yeah i doubt it
Drake,nigga i could turn your boy into the man
Drake,there aint really much out here thats poppin off without us
Drake,nigga we just want the credit where its due
Drake,ima worry bout me give a fuck about you
Drake,nigga just as a reminder to myself
Drake,i wear every single chain even when im in the house
Drake,cause we
Drake,started from the bottom now were here
